Annee;Type_Offre;Code_Produit;Previ_Volume;Nb_Jours;S_debut;UB;Taux_Degradation;Magasin;VMH;Baseline_Magasin;Nb_Codes;Produit_Source;;VMH;;;;;;;;
2019;10;571;8.46;24;49;7;33;3;1012;30.00753419;30;637;;0;0;131388;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;572;8.46;24;49;7;33;3;1117;30.00753419;30;639;;0;0;131396;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;573;8.46;24;49;7;33;3;1616;30.00753419;30;640;;0;0;131405;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;591;8.46;24;49;7;33;3;1335;30.00753419;30;646;;0;0;131477;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;592;8.46;24;49;7;33;3;2837;30.00753419;30;638;;0;0;131478;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;593;8.46;24;49;7;33;3;1245;30.00753419;30;642;;0;0;131479;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;595;8.46;24;49;7;33;3;1834;30.00753419;30;649;;0;0;131481;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;596;8.46;24;49;7;33;3;1956;30.00753419;30;641;;0;0;131482;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;597;8.46;24;49;7;33;3;2084;30.00753419;30;635;;0;0;131483;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;619;13.88;24;49;9;0;3;2570;30.00753419;30;618;;0;0;132239;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;731;8.46;24;49;7;33;3;1394;30.00753419;30;648;;0;0;136435;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;732;8.46;24;49;7;33;3;2790;30.00753419;30;634;;0;0;136436;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;733;8.46;24;49;7;33;3;486;30.00753419;30;643;;0;0;136438;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2922;13.88;24;49;9;0;3;2209;30.00753419;30;2921;;0;0;109726;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2910;13.88;24;49;9;0;3;1442;30.00753419;30;2909;;0;0;127962;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2917;13.88;24;49;9;0;3;1677;30.00753419;30;2916;;0;0;127965;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2918;13.88;24;49;9;0;3;2509;30.00753419;30;2866;;0;0;127974;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2906;13.88;24;49;9;0;3;1962;30.00753419;30;2905;;0;0;127975;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2925;13.88;24;49;9;0;3;8286;30.00753419;30;2924;;0;0;127976;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2912;13.88;24;49;9;0;3;7363;30.00753419;30;2911;;0;0;127977;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2856;3;24;49;9;0;3;1000;30.00753419;30;2864;;1000;#DIV/0!;142871;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2941;12.5;24;49;12;0;3;1252;30.00753419;30;2941;;1000;#DIV/0!;135834;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2934;12.5;24;49;12;0;3;1986;30.00753419;30;2934;;1000;#DIV/0!;135835;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2931;12.5;24;49;12;0;3;981;30.00753419;30;2931;;1000;#DIV/0!;135836;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2939;12.5;24;49;12;0;3;1000;30.00753419;30;2939;;1000;#DIV/0!;135837;CARREFOUR ALENCON CONDE S/S;;;;;
2019;11;2813;13.88;24;49;9;0;3;1000;30.00753419;30;2863;;1000;#DIV/0!;135819;CARREFOUR ALENCON CONDE S/S;;;;;
2019;6;2816;26.66;24;49;9;30;3;2195;30.00753419;30;2862;;1000;#DIV/0!;141898;CARREFOUR ALENCON CONDE S/S;;;;;
2019;6;2817;26.66;24;49;9;30;3;2452;30.00753419;30;2865;;1000;#DIV/0!;141922;CARREFOUR ALENCON CONDE S/S;;;;;
2019;6;2818;26.66;24;49;9;30;3;2909;30.00753419;30;2919;;1000;#DIV/0!;141929;CARREFOUR ALENCON CONDE S/S;;;;;
2019;10;570;8.46;24;49;7;33;4;2566;61.34330065;30;636;;0;0;131384;CARREFOUR AMIENS;;;;;
2019;10;571;8.46;24;49;7;33;4;2230;61.34330065;30;637;;0;0;131388;CARREFOUR AMIENS;;;;;
2019;10;572;8.46;24;49;7;33;4;2408;61.34330065;30;639;;0;0;131396;CARREFOUR AMIENS;;;;;
2019;10;573;8.46;24;49;7;33;4;1945;61.34330065;30;640;;0;0;131405;CARREFOUR AMIENS;;;;;
2019;10;591;8.46;24;49;7;33;4;3202;61.34330065;30;646;;0;0;131477;CARREFOUR AMIENS;;;;;
2019;10;592;8.46;24;49;7;33;4;2863;61.34330065;30;638;;0;0;131478;CARREFOUR AMIENS;;;;;
2019;10;593;8.46;24;49;7;33;4;3278;61.34330065;30;642;;0;0;131479;CARREFOUR AMIENS;;;;;
2019;10;595;8.46;24;49;7;33;4;1444;61.34330065;30;649;;0;0;131481;CARREFOUR AMIENS;;;;;
2019;10;596;8.46;24;49;7;33;4;2561;61.34330065;30;641;;0;0;131482;CARREFOUR AMIENS;;;;;
2019;10;597;8.46;24;49;7;33;4;4749;61.34330065;30;635;;0;0;131483;CARREFOUR AMIENS;;;;;
2019;11;619;13.88;24;49;9;0;4;3476;61.34330065;30;618;;0;0;132239;CARREFOUR AMIENS;;;;;
2019;10;731;8.46;24;49;7;33;4;2350;61.34330065;30;648;;0;0;136435;CARREFOUR AMIENS;;;;;
2019;10;732;8.46;24;49;7;33;4;2833;61.34330065;30;634;;0;0;136436;CARREFOUR AMIENS;;;;;
2019;10;733;8.46;24;49;7;33;4;1859;61.34330065;30;643;;0;0;136438;CARREFOUR AMIENS;;;;;
2019;11;2922;13.88;24;49;9;0;4;6943;61.34330065;30;2921;;0;0;109726;CARREFOUR AMIENS;;;;;
2019;11;2910;13.88;24;49;9;0;4;3370;61.34330065;30;2909;;0;0;127962;CARREFOUR AMIENS;;;;;
2019;11;2917;13.88;24;49;9;0;4;7234;61.34330065;30;2916;;0;0;127965;CARREFOUR AMIENS;;;;;
2019;11;2918;13.88;24;49;9;0;4;7077;61.34330065;30;2866;;0;0;127974;CARREFOUR AMIENS;;;;;
2019;11;2906;13.88;24;49;9;0;4;5440;61.34330065;30;2905;;0;0;127975;CARREFOUR AMIENS;;;;;
2019;11;2925;13.88;24;49;9;0;4;14333;61.34330065;30;2924;;0;0;127976;CARREFOUR AMIENS;;;;;
2019;11;2912;13.88;24;49;9;0;4;16852;61.34330065;30;2911;;0;0;127977;CARREFOUR AMIENS;;;;;
2019;11;2856;3;24;49;9;0;4;5290;61.34330065;30;2864;;1000;#DIV/0!;142871;CARREFOUR AMIENS;;;;;
2019;11;2941;12.5;24;49;12;0;4;3425;61.34330065;30;2941;;1000;#DIV/0!;135834;CARREFOUR AMIENS;;;;;
2019;11;2934;12.5;24;49;12;0;4;7682;61.34330065;30;2934;;1000;#DIV/0!;135835;CARREFOUR AMIENS;;;;;
2019;11;2931;12.5;24;49;12;0;4;3142;61.34330065;30;2931;;1000;#DIV/0!;135836;CARREFOUR AMIENS;;;;;
2019;11;2939;12.5;24;49;12;0;4;3098;61.34330065;30;2939;;1000;#DIV/0!;135837;CARREFOUR AMIENS;;;;;
2019;11;2813;13.88;24;49;9;0;4;1000;61.34330065;30;2863;;1000;#DIV/0!;135819;CARREFOUR AMIENS;;;;;
2019;6;2816;26.66;24;49;9;30;4;5165;61.34330065;30;2862;;1000;#DIV/0!;141898;CARREFOUR AMIENS;;;;;
2019;6;2817;26.66;24;49;9;30;4;3352;61.34330065;30;2865;;1000;#DIV/0!;141922;CARREFOUR AMIENS;;;;;
2019;6;2818;26.66;24;49;9;30;4;8952;61.34330065;30;2919;;1000;#DIV/0!;141929;CARREFOUR AMIENS;;;;;
2019;10;570;8.46;24;49;7;33;5;1397;50.14600809;30;636;;0;0;131384;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;571;8.46;24;49;7;33;5;2260;50.14600809;30;637;;0;0;131388;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;572;8.46;24;49;7;33;5;1655;50.14600809;30;639;;0;0;131396;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;573;8.46;24;49;7;33;5;2039;50.14600809;30;640;;0;0;131405;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;591;8.46;24;49;7;33;5;2692;50.14600809;30;646;;0;0;131477;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;592;8.46;24;49;7;33;5;3032;50.14600809;30;638;;0;0;131478;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;593;8.46;24;49;7;33;5;2434;50.14600809;30;642;;0;0;131479;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;595;8.46;24;49;7;33;5;2226;50.14600809;30;649;;0;0;131481;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;596;8.46;24;49;7;33;5;2554;50.14600809;30;641;;0;0;131482;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;597;8.46;24;49;7;33;5;3116;50.14600809;30;635;;0;0;131483;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;619;13.88;24;49;9;0;5;2839;50.14600809;30;618;;0;0;132239;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;731;8.46;24;49;7;33;5;1881;50.14600809;30;648;;0;0;136435;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;732;8.46;24;49;7;33;5;4080;50.14600809;30;634;;0;0;136436;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;733;8.46;24;49;7;33;5;1526;50.14600809;30;643;;0;0;136438;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2922;13.88;24;49;9;0;5;2660;50.14600809;30;2921;;0;0;109726;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2910;13.88;24;49;9;0;5;4973;50.14600809;30;2909;;0;0;127962;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2917;13.88;24;49;9;0;5;3192;50.14600809;30;2916;;0;0;127965;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2918;13.88;24;49;9;0;5;6802;50.14600809;30;2866;;0;0;127974;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2906;13.88;24;49;9;0;5;6809;50.14600809;30;2905;;0;0;127975;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2925;13.88;24;49;9;0;5;9390;50.14600809;30;2924;;0;0;127976;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2912;13.88;24;49;9;0;5;9531;50.14600809;30;2911;;0;0;127977;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2856;3;24;49;9;0;5;1765;50.14600809;30;2864;;1000;#DIV/0!;142871;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2941;12.5;24;49;12;0;5;2222;50.14600809;30;2941;;1000;#DIV/0!;135834;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2934;12.5;24;49;12;0;5;1882;50.14600809;30;2934;;1000;#DIV/0!;135835;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2931;12.5;24;49;12;0;5;621;50.14600809;30;2931;;1000;#DIV/0!;135836;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2939;12.5;24;49;12;0;5;1585;50.14600809;30;2939;;1000;#DIV/0!;135837;CARREFOUR ANGERS GD MAINE;;;;;
2019;11;2813;13.88;24;49;9;0;5;1000;50.14600809;30;2863;;1000;#DIV/0!;135819;CARREFOUR ANGERS GD MAINE;;;;;
2019;6;2816;26.66;24;49;9;30;5;1889;50.14600809;30;2862;;1000;#DIV/0!;141898;CARREFOUR ANGERS GD MAINE;;;;;
2019;6;2817;26.66;24;49;9;30;5;2405;50.14600809;30;2865;;1000;#DIV/0!;141922;CARREFOUR ANGERS GD MAINE;;;;;
2019;6;2818;26.66;24;49;9;30;5;5169;50.14600809;30;2919;;1000;#DIV/0!;141929;CARREFOUR ANGERS GD MAINE;;;;;
2019;10;570;8.46;24;49;7;33;6;1000;38.50387687;30;636;;0;0;131384;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;571;8.46;24;49;7;33;6;1000;38.50387687;30;637;;0;0;131388;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;572;8.46;24;49;7;33;6;1000;38.50387687;30;639;;0;0;131396;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;573;8.46;24;49;7;33;6;1000;38.50387687;30;640;;0;0;131405;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;591;8.46;24;49;7;33;6;1000;38.50387687;30;646;;0;0;131477;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;592;8.46;24;49;7;33;6;3165;38.50387687;30;638;;0;0;131478;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;593;8.46;24;49;7;33;6;2472;38.50387687;30;642;;0;0;131479;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;595;8.46;24;49;7;33;6;1000;38.50387687;30;649;;0;0;131481;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;596;8.46;24;49;7;33;6;1000;38.50387687;30;641;;0;0;131482;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;597;8.46;24;49;7;33;6;2824;38.50387687;30;635;;0;0;131483;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;619;13.88;24;49;9;0;6;2669;38.50387687;30;618;;0;0;132239;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;731;8.46;24;49;7;33;6;1000;38.50387687;30;648;;0;0;136435;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;732;8.46;24;49;7;33;6;3968;38.50387687;30;634;;0;0;136436;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;733;8.46;24;49;7;33;6;1000;38.50387687;30;643;;0;0;136438;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2922;13.88;24;49;9;0;6;3819;38.50387687;30;2921;;0;0;109726;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2910;13.88;24;49;9;0;6;2741;38.50387687;30;2909;;0;0;127962;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2917;13.88;24;49;9;0;6;3011;38.50387687;30;2916;;0;0;127965;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2918;13.88;24;49;9;0;6;3256;38.50387687;30;2866;;0;0;127974;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2906;13.88;24;49;9;0;6;3946;38.50387687;30;2905;;0;0;127975;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2925;13.88;24;49;9;0;6;8769;38.50387687;30;2924;;0;0;127976;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2912;13.88;24;49;9;0;6;8399;38.50387687;30;2911;;0;0;127977;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2856;3;24;49;9;0;6;2210;38.50387687;30;2864;;1000;#DIV/0!;142871;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2941;12.5;24;49;12;0;6;1309;38.50387687;30;2941;;1000;#DIV/0!;135834;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2934;12.5;24;49;12;0;6;2046;38.50387687;30;2934;;1000;#DIV/0!;135835;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2931;12.5;24;49;12;0;6;910;38.50387687;30;2931;;1000;#DIV/0!;135836;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2939;12.5;24;49;12;0;6;2194;38.50387687;30;2939;;1000;#DIV/0!;135837;CARREFOUR ANGERS ST SERGE;;;;;
2019;11;2813;13.88;24;49;9;0;6;1000;38.50387687;30;2863;;1000;#DIV/0!;135819;CARREFOUR ANGERS ST SERGE;;;;;
2019;6;2816;26.66;24;49;9;30;6;3150;38.50387687;30;2862;;1000;#DIV/0!;141898;CARREFOUR ANGERS ST SERGE;;;;;
2019;6;2817;26.66;24;49;9;30;6;2380;38.50387687;30;2865;;1000;#DIV/0!;141922;CARREFOUR ANGERS ST SERGE;;;;;
2019;6;2818;26.66;24;49;9;30;6;4729;38.50387687;30;2919;;1000;#DIV/0!;141929;CARREFOUR ANGERS ST SERGE;;;;;
2019;10;570;8.46;24;49;7;33;7;1263;72.82671797;30;636;;0;0;131384;CARREFOUR ANGLET;;;;;
2019;10;571;8.46;24;49;7;33;7;1984;72.82671797;30;637;;0;0;131388;CARREFOUR ANGLET;;;;;
2019;10;572;8.46;24;49;7;33;7;2822;72.82671797;30;639;;0;0;131396;CARREFOUR ANGLET;;;;;
2019;10;573;8.46;24;49;7;33;7;1240;72.82671797;30;640;;0;0;131405;CARREFOUR ANGLET;;;;;
2019;10;591;8.46;24;49;7;33;7;2863;72.82671797;30;646;;0;0;131477;CARREFOUR ANGLET;;;;;
2019;10;592;8.46;24;49;7;33;7;5297;72.82671797;30;638;;0;0;131478;CARREFOUR ANGLET;;;;;
2019;10;593;8.46;24;49;7;33;7;3464;72.82671797;30;642;;0;0;131479;CARREFOUR ANGLET;;;;;
2019;10;595;8.46;24;49;7;33;7;3924;72.82671797;30;649;;0;0;131481;CARREFOUR ANGLET;;;;;
2019;10;596;8.46;24;49;7;33;7;4591;72.82671797;30;641;;0;0;131482;CARREFOUR ANGLET;;;;;
2019;10;597;8.46;24;49;7;33;7;4060;72.82671797;30;635;;0;0;131483;CARREFOUR ANGLET;;;;;
2019;11;619;13.88;24;49;9;0;7;2483;72.82671797;30;618;;0;0;132239;CARREFOUR ANGLET;;;;;
2019;10;731;8.46;24;49;7;33;7;2490;72.82671797;30;648;;0;0;136435;CARREFOUR ANGLET;;;;;
2019;10;732;8.46;24;49;7;33;7;4301;72.82671797;30;634;;0;0;136436;CARREFOUR ANGLET;;;;;
2019;10;733;8.46;24;49;7;33;7;1756;72.82671797;30;643;;0;0;136438;CARREFOUR ANGLET;;;;;
2019;11;2922;13.88;24;49;9;0;7;1980;72.82671797;30;2921;;0;0;109726;CARREFOUR ANGLET;;;;;
2019;11;2910;13.88;24;49;9;0;7;4823;72.82671797;30;2909;;0;0;127962;CARREFOUR ANGLET;;;;;
2019;11;2917;13.88;24;49;9;0;7;9920;72.82671797;30;2916;;0;0;127965;CARREFOUR ANGLET;;;;;
2019;11;2918;13.88;24;49;9;0;7;8765;72.82671797;30;2866;;0;0;127974;CARREFOUR ANGLET;;;;;
2019;11;2906;13.88;24;49;9;0;7;8006;72.82671797;30;2905;;0;0;127975;CARREFOUR ANGLET;;;;;
2019;11;2925;13.88;24;49;9;0;7;18692;72.82671797;30;2924;;0;0;127976;CARREFOUR ANGLET;;;;;
2019;11;2912;13.88;24;49;9;0;7;16734;72.82671797;30;2911;;0;0;127977;CARREFOUR ANGLET;;;;;
2019;11;2856;3;24;49;9;0;7;2176;72.82671797;30;2864;;1000;#DIV/0!;142871;CARREFOUR ANGLET;;;;;
2019;11;2941;12.5;24;49;12;0;7;3432;72.82671797;30;2941;;1000;#DIV/0!;135834;CARREFOUR ANGLET;;;;;
2019;11;2934;12.5;24;49;12;0;7;2608;72.82671797;30;2934;;1000;#DIV/0!;135835;CARREFOUR ANGLET;;;;;
